"IDSample","AccX","AccY","AccZ"
12319,-0.006,-0.014,1.029
12320,0.004,-0.008,1.017
12321,0.017,-0.005,1.001
12322,0.03,-0.005,0.982
12323,0.041,-0.009,0.964
12324,0.05,-0.013,0.948
12325,0.058,-0.016,0.935
12326,0.066,-0.015,0.923
12327,0.075,-0.009,0.911
12328,0.085,0,0.898
12329,0.093,0.012,0.886
12330,0.099,0.023,0.877
12331,0.099,0.034,0.871
12332,0.092,0.045,0.871
12333,0.078,0.054,0.877
12334,0.059,0.062,0.889
12335,0.039,0.066,0.905
12336,0.023,0.063,0.924
12337,0.016,0.052,0.944
12338,0.019,0.036,0.964
12339,0.031,0.018,0.979
12340,0.049,0.001,0.987
12341,0.07,-0.011,0.986
12342,0.089,-0.018,0.977
12343,0.101,-0.022,0.962
12344,0.105,-0.023,0.945
12345,0.098,-0.02,0.929
12346,0.081,-0.014,0.92
12347,0.056,-0.004,0.919
12348,0.028,0.009,0.928
12349,0.001,0.024,0.947
12350,-0.02,0.038,0.971
12351,-0.032,0.049,0.993
12352,-0.032,0.057,1.008
12353,-0.017,0.06,1.011
12354,0.011,0.056,0.999
12355,0.047,0.048,0.974
12356,0.085,0.039,0.942
12357,0.115,0.034,0.91
12358,0.132,0.037,0.886
12359,0.135,0.048,0.875
12360,0.127,0.062,0.88
12361,0.114,0.077,0.899
12362,0.101,0.09,0.928
12363,0.089,0.096,0.962
12364,0.078,0.097,0.994
12365,0.066,0.089,1.019
12366,0.052,0.075,1.033
12367,0.039,0.055,1.033
12368,0.031,0.035,1.018
12369,0.031,0.019,0.991
12370,0.039,0.01,0.959
12371,0.052,0.008,0.929
12372,0.066,0.009,0.91
12373,0.077,0.013,0.904
12374,0.08,0.017,0.91
12375,0.077,0.022,0.924
12376,0.07,0.027,0.942
12377,0.063,0.034,0.957
12378,0.058,0.043,0.966
12379,0.054,0.052,0.97
12380,0.047,0.061,0.97
12381,0.037,0.067,0.966
12382,0.022,0.072,0.959
12383,0.007,0.072,0.948
12384,-0.002,0.067,0.934
12385,0.001,0.058,0.917
12386,0.017,0.044,0.901
12387,0.042,0.028,0.888
12388,0.069,0.012,0.881
12389,0.086,0.001,0.883
12390,0.09,-0.003,0.891
12391,0.081,0.001,0.9
12392,0.063,0.011,0.907
12393,0.043,0.026,0.91
12394,0.027,0.041,0.908
12395,0.017,0.053,0.906
12396,0.01,0.06,0.905
12397,0.002,0.06,0.907
12398,-0.008,0.053,0.909
12399,-0.021,0.038,0.907
12400,-0.033,0.018,0.897
12401,-0.036,-0.002,0.876
12402,-0.027,-0.019,0.847
12403,-0.006,-0.03,0.815
12404,0.023,-0.033,0.791
12405,0.052,-0.03,0.78
12406,0.073,-0.022,0.79
12407,0.081,-0.009,0.82
12408,0.079,0.007,0.867
12409,0.073,0.023,0.925
12410,0.068,0.037,0.984
12411,0.069,0.043,1.038
12412,0.076,0.041,1.082
12413,0.087,0.033,1.111
12414,0.095,0.023,1.124
12415,0.096,0.016,1.121
12416,0.091,0.015,1.101
12417,0.08,0.019,1.067
12418,0.069,0.027,1.021
12419,0.063,0.035,0.969
12420,0.063,0.039,0.921
12421,0.066,0.04,0.886
12422,0.065,0.037,0.874
12423,0.053,0.031,0.888
12424,0.029,0.025,0.925
12425,-0.004,0.023,0.974
12426,-0.036,0.027,1.022
12427,-0.055,0.035,1.058
12428,-0.054,0.042,1.078
12429,-0.035,0.044,1.08
12430,-0.004,0.038,1.068
12431,0.027,0.027,1.047
12432,0.047,0.017,1.023
12433,0.051,0.013,1.001
12434,0.041,0.018,0.984
12435,0.025,0.027,0.971
12436,0.013,0.031,0.963
12437,0.011,0.027,0.958
12438,0.022,0.016,0.955
12439,0.04,0.003,0.955
12440,0.06,-0.006,0.956
12441,0.076,-0.005,0.96
12442,0.086,0.004,0.966
12443,0.091,0.016,0.972
12444,0.092,0.028,0.979
12445,0.093,0.034,0.986
12446,0.097,0.035,0.992
12447,0.104,0.032,0.997
12448,0.112,0.027,0.999
12449,0.12,0.025,0.994
12450,0.125,0.029,0.982
12451,0.125,0.041,0.962
12452,0.119,0.059,0.938
12453,0.105,0.077,0.91
12454,0.085,0.09,0.882
12455,0.061,0.093,0.854
12456,0.039,0.085,0.829
12457,0.023,0.07,0.81
12458,0.015,0.056,0.802
12459,0.014,0.047,0.807
12460,0.013,0.043,0.826
12461,0.011,0.042,0.853
12462,0.008,0.038,0.879
12463,0.008,0.031,0.896
12464,0.013,0.023,0.9
12465,0.027,0.021,0.89
12466,0.044,0.029,0.87
12467,0.059,0.046,0.849
12468,0.066,0.068,0.829
12469,0.061,0.087,0.813
12470,0.047,0.098,0.802
12471,0.03,0.101,0.796
12472,0.017,0.097,0.795
12473,0.016,0.088,0.8
12474,0.027,0.075,0.81
12475,0.049,0.058,0.825
12476,0.074,0.043,0.842
12477,0.099,0.036,0.861
12478,0.118,0.041,0.88
12479,0.129,0.057,0.899
12480,0.133,0.075,0.917
12481,0.13,0.087,0.934
12482,0.122,0.088,0.945
12483,0.111,0.082,0.95
12484,0.099,0.075,0.948
12485,0.087,0.074,0.94
12486,0.076,0.08,0.929
12487,0.066,0.089,0.916
12488,0.056,0.098,0.903
12489,0.05,0.104,0.89
12490,0.046,0.107,0.879
12491,0.046,0.106,0.874
12492,0.049,0.1,0.877
12493,0.051,0.087,0.889
12494,0.05,0.068,0.91
12495,0.044,0.049,0.938
12496,0.033,0.036,0.968
12497,0.023,0.035,0.996
12498,0.018,0.046,1.019
12499,0.023,0.062,1.034
12500,0.036,0.075,1.039
12501,0.051,0.081,1.035
12502,0.062,0.079,1.026
12503,0.063,0.074,1.016
12504,0.055,0.07,1.007
12505,0.043,0.067,1
12506,0.033,0.062,0.995
12507,0.034,0.052,0.991
12508,0.047,0.041,0.984
12509,0.069,0.031,0.975
12510,0.094,0.027,0.967
12511,0.117,0.029,0.961
12512,0.133,0.034,0.96
12513,0.138,0.038,0.966
12514,0.133,0.038,0.98
12515,0.118,0.036,1.001
12516,0.097,0.037,1.029
12517,0.076,0.041,1.062
12518,0.06,0.049,1.092
12519,0.053,0.057,1.116
12520,0.056,0.062,1.128
12521,0.066,0.06,1.127
12522,0.077,0.052,1.111
12523,0.083,0.039,1.084
12524,0.082,0.024,1.047
12525,0.075,0.007,1.005
12526,0.066,-0.009,0.961
12527,0.059,-0.022,0.922
12528,0.057,-0.027,0.896
12529,0.056,-0.025,0.89
12530,0.052,-0.015,0.908
12531,0.043,-0.004,0.949
12532,0.029,0.003,1.005
12533,0.014,0.004,1.067
12534,0.004,-0.003,1.123
12535,0.003,-0.014,1.164
12536,0.011,-0.025,1.184
12537,0.028,-0.033,1.18
12538,0.05,-0.036,1.151
12539,0.071,-0.035,1.102
12540,0.088,-0.029,1.041
12541,0.098,-0.019,0.979
12542,0.099,-0.008,0.926
12543,0.091,0.003,0.888
12544,0.077,0.01,0.87
12545,0.058,0.01,0.873
12546,0.038,0.004,0.894
12547,0.023,-0.007,0.927
12548,0.015,-0.02,0.969
12549,0.014,-0.031,1.012
12550,0.017,-0.039,1.051
12551,0.022,-0.043,1.084
12552,0.026,-0.046,1.107
12553,0.031,-0.047,1.12
12554,0.037,-0.048,1.122
12555,0.046,-0.047,1.113
12556,0.06,-0.044,1.093
12557,0.075,-0.038,1.066
12558,0.087,-0.031,1.037
12559,0.093,-0.023,1.01
12560,0.09,-0.013,0.986
12561,0.076,0.001,0.968
12562,0.055,0.021,0.955
12563,0.031,0.041,0.947
12564,0.013,0.057,0.946
12565,0.005,0.061,0.951
12566,0.014,0.049,0.959
12567,0.037,0.028,0.97
12568,0.069,0.005,0.983
12569,0.103,-0.011,1.001
12570,0.129,-0.016,1.026
12571,0.144,-0.011,1.058
12572,0.149,-0.002,1.094
12573,0.146,0.011,1.129
12574,0.144,0.026,1.157
12575,0.145,0.044,1.175
12576,0.149,0.062,1.181
12577,0.152,0.076,1.179
12578,0.15,0.081,1.168
12579,0.139,0.077,1.151
12580,0.121,0.066,1.126
12581,0.104,0.052,1.095
12582,0.095,0.038,1.059
12583,0.1,0.026,1.022
12584,0.118,0.019,0.988
12585,0.142,0.017,0.963
12586,0.162,0.022,0.952
12587,0.169,0.032,0.958
12588,0.161,0.044,0.981
12589,0.139,0.055,1.017
12590,0.112,0.062,1.057
12591,0.085,0.066,1.094
12592,0.067,0.067,1.122
12593,0.059,0.067,1.138
12594,0.06,0.066,1.14
12595,0.067,0.065,1.128
12596,0.075,0.064,1.1
12597,0.084,0.062,1.06
12598,0.092,0.056,1.012
12599,0.097,0.041,0.962
12600,0.099,0.017,0.917
12601,0.099,-0.011,0.881
12602,0.1,-0.034,0.854
12603,0.104,-0.041,0.836
12604,0.111,-0.028,0.828
12605,0.121,0.004,0.829
12606,0.128,0.045,0.839
12607,0.128,0.086,0.853
12608,0.116,0.121,0.868
12609,0.094,0.145,0.879
12610,0.068,0.158,0.884
12611,0.046,0.158,0.882
12612,0.035,0.149,0.872
12613,0.039,0.135,0.855
12614,0.054,0.121,0.833
12615,0.077,0.113,0.808
12616,0.099,0.112,0.783
12617,0.113,0.112,0.762
12618,0.114,0.107,0.748
12619,0.102,0.091,0.742
12620,0.078,0.066,0.746
12621,0.049,0.038,0.763
12622,0.021,0.015,0.794
12623,0,0.003,0.836
12624,-0.013,0.004,0.886
12625,-0.014,0.015,0.936
12626,-0.006,0.033,0.983
12627,0.01,0.051,1.019
12628,0.031,0.063,1.041
12629,0.053,0.066,1.047
12630,0.073,0.059,1.036
12631,0.089,0.046,1.009
12632,0.098,0.034,0.971
12633,0.103,0.027,0.928
12634,0.104,0.03,0.891
12635,0.105,0.04,0.87
12636,0.107,0.051,0.87
12637,0.11,0.059,0.892
12638,0.114,0.061,0.933
12639,0.117,0.054,0.983
12640,0.12,0.041,1.037
12641,0.123,0.021,1.088
12642,0.124,-0.002,1.13
12643,0.121,-0.025,1.16
12644,0.115,-0.043,1.177
12645,0.109,-0.05,1.18
12646,0.103,-0.046,1.17
12647,0.099,-0.032,1.152
12648,0.096,-0.011,1.129
12649,0.092,0.013,1.105
12650,0.085,0.034,1.08
12651,0.075,0.049,1.056
12652,0.064,0.055,1.036
12653,0.055,0.052,1.02
12654,0.047,0.044,1.011
12655,0.04,0.035,1.011
12656,0.032,0.029,1.021
12657,0.024,0.027,1.041
12658,0.018,0.029,1.069
12659,0.019,0.031,1.103
12660,0.032,0.032,1.137
12661,0.057,0.031,1.168
12662,0.093,0.03,1.195
12663,0.133,0.029,1.215
12664,0.169,0.026,1.229
12665,0.194,0.02,1.236
12666,0.203,0.013,1.232
12667,0.199,0.007,1.217
12668,0.185,0.005,1.191
12669,0.167,0.009,1.155
12670,0.149,0.015,1.114
12671,0.132,0.021,1.074
12672,0.117,0.024,1.038
12673,0.101,0.023,1.011
12674,0.084,0.017,0.994
12675,0.067,0.008,0.986
12676,0.052,-0.004,0.982
12677,0.041,-0.02,0.981
12678,0.036,-0.037,0.979
12679,0.036,-0.051,0.974
12680,0.042,-0.055,0.966
12681,0.051,-0.047,0.956
12682,0.061,-0.028,0.946
12683,0.071,0,0.936
12684,0.078,0.031,0.932
12685,0.081,0.06,0.936
12686,0.077,0.082,0.952
12687,0.065,0.095,0.978
12688,0.046,0.097,1.012
12689,0.025,0.089,1.045
12690,0.01,0.072,1.071
12691,0.005,0.048,1.082
12692,0.013,0.02,1.077
12693,0.031,-0.009,1.057
12694,0.054,-0.036,1.028
12695,0.073,-0.056,1.001
12696,0.083,-0.066,0.984
12697,0.083,-0.066,0.984
12698,0.073,-0.056,1.005
12699,0.059,-0.04,1.041
12700,0.048,-0.022,1.086
12701,0.046,-0.006,1.13
12702,0.059,0.006,1.162
12703,0.082,0.013,1.176
12704,0.107,0.016,1.171
12705,0.126,0.016,1.145
12706,0.131,0.016,1.103
12707,0.121,0.019,1.048
12708,0.1,0.024,0.987
12709,0.076,0.03,0.928
12710,0.057,0.032,0.88
12711,0.045,0.028,0.851
12712,0.044,0.017,0.847
12713,0.05,0.003,0.87
12714,0.061,-0.008,0.917
12715,0.074,-0.012,0.98
12716,0.086,-0.009,1.046
12717,0.097,-0.001,1.108
12718,0.106,0.008,1.158
12719,0.109,0.017,1.192
12720,0.105,0.024,1.209
12721,0.093,0.029,1.209
12722,0.074,0.034,1.195
12723,0.052,0.037,1.168
12724,0.032,0.038,1.131
12725,0.018,0.037,1.086
12726,0.013,0.032,1.039
12727,0.015,0.024,0.993
12728,0.021,0.013,0.955
12729,0.028,0.002,0.93
12730,0.031,-0.007,0.919
12731,0.032,-0.011,0.924
12732,0.031,-0.008,0.946
12733,0.034,0.003,0.984
12734,0.044,0.016,1.037
12735,0.059,0.027,1.101
12736,0.081,0.03,1.167
12737,0.108,0.02,1.227
12738,0.137,-0.001,1.27
12739,0.167,-0.025,1.288
12740,0.197,-0.047,1.277
12741,0.225,-0.059,1.238
12742,0.248,-0.061,1.178
12743,0.262,-0.055,1.108
12744,0.265,-0.047,1.039
12745,0.253,-0.039,0.983
12746,0.225,-0.035,0.951
12747,0.184,-0.034,0.95
12748,0.136,-0.037,0.982
12749,0.089,-0.041,1.041
12750,0.053,-0.048,1.119
12751,0.035,-0.056,1.203
12752,0.037,-0.066,1.28
12753,0.057,-0.076,1.34
12754,0.087,-0.084,1.377
12755,0.12,-0.09,1.39
12756,0.146,-0.092,1.379
12757,0.16,-0.09,1.351
12758,0.16,-0.087,1.313
12759,0.145,-0.085,1.272
12760,0.118,-0.084,1.235
12761,0.086,-0.085,1.205
12762,0.056,-0.09,1.18
12763,0.032,-0.097,1.158
12764,0.018,-0.104,1.138
12765,0.015,-0.108,1.119
12766,0.019,-0.109,1.101
12767,0.026,-0.106,1.086
12768,0.034,-0.102,1.073
12769,0.043,-0.099,1.062
12770,0.051,-0.098,1.053
12771,0.058,-0.097,1.05
12772,0.063,-0.091,1.055
12773,0.064,-0.081,1.071
12774,0.061,-0.066,1.095
12775,0.054,-0.051,1.12
12776,0.047,-0.038,1.139
12777,0.044,-0.03,1.144
12778,0.046,-0.028,1.133
12779,0.052,-0.03,1.106
12780,0.06,-0.037,1.068
12781,0.065,-0.05,1.029
12782,0.065,-0.069,0.996
12783,0.059,-0.092,0.978
12784,0.049,-0.116,0.98
12785,0.038,-0.134,1.003
12786,0.028,-0.143,1.046
12787,0.023,-0.142,1.1
12788,0.019,-0.132,1.159
12789,0.017,-0.113,1.211
12790,0.013,-0.089,1.246
12791,0.007,-0.061,1.255
12792,-0.001,-0.031,1.235
12793,-0.01,-0.003,1.186
12794,-0.017,0.02,1.113
12795,-0.024,0.034,1.023
12796,-0.03,0.038,0.928
12797,-0.036,0.032,0.837
12798,-0.043,0.021,0.759
12799,-0.048,0.008,0.7
12800,-0.048,-0.004,0.666
12801,-0.042,-0.014,0.659
12802,-0.028,-0.019,0.68
12803,-0.006,-0.017,0.729
12804,0.021,-0.009,0.802
12805,0.049,0.003,0.893
12806,0.076,0.014,0.993
12807,0.1,0.021,1.088
12808,0.12,0.018,1.167
12809,0.137,0.009,1.218
12810,0.15,-0.003,1.233
12811,0.157,-0.012,1.212
12812,0.157,-0.013,1.158
12813,0.148,-0.007,1.083
12814,0.128,0.004,0.998
12815,0.103,0.017,0.916
12816,0.076,0.024,0.849
12817,0.054,0.021,0.805
12818,0.04,0.009,0.791
12819,0.035,-0.01,0.81
12820,0.037,-0.03,0.86
12821,0.043,-0.047,0.936
12822,0.05,-0.056,1.026
12823,0.058,-0.055,1.118
12824,0.067,-0.045,1.202
12825,0.078,-0.027,1.27
12826,0.088,-0.007,1.318
12827,0.094,0.011,1.344
12828,0.092,0.022,1.35
12829,0.084,0.025,1.333
12830,0.072,0.018,1.294
12831,0.064,0.006,1.235
12832,0.064,-0.008,1.16
12833,0.071,-0.021,1.08
12834,0.082,-0.032,1.006
12835,0.089,-0.041,0.949
12836,0.083,-0.049,0.919
12837,0.061,-0.057,0.92
12838,0.027,-0.065,0.949
12839,-0.009,-0.072,1
12840,-0.034,-0.076,1.06
12841,-0.039,-0.077,1.119
12842,-0.022,-0.076,1.17
12843,0.013,-0.072,1.208
12844,0.054,-0.067,1.23
12845,0.089,-0.065,1.234
12846,0.11,-0.064,1.218
12847,0.114,-0.064,1.18
12848,0.103,-0.062,1.121
12849,0.085,-0.056,1.048
12850,0.064,-0.049,0.97
12851,0.046,-0.042,0.899
12852,0.033,-0.038,0.844
12853,0.021,-0.04,0.814
12854,0.008,-0.045,0.814
12855,-0.008,-0.051,0.843
12856,-0.026,-0.055,0.895
12857,-0.04,-0.058,0.959
12858,-0.046,-0.059,1.021
12859,-0.038,-0.059,1.071
12860,-0.016,-0.06,1.1
12861,0.012,-0.062,1.107
12862,0.037,-0.063,1.091
12863,0.053,-0.06,1.055
12864,0.055,-0.051,1.003
12865,0.045,-0.033,0.942
12866,0.029,-0.008,0.879
12867,0.012,0.019,0.821
12868,-0.002,0.041,0.777
12869,-0.014,0.052,0.75
12870,-0.023,0.049,0.74
12871,-0.03,0.034,0.748
12872,-0.036,0.014,0.77
12873,-0.038,-0.005,0.804
12874,-0.036,-0.017,0.846
12875,-0.028,-0.021,0.894
12876,-0.013,-0.02,0.943
12877,0.007,-0.016,0.987
12878,0.03,-0.013,1.024
12879,0.054,-0.011,1.05
12880,0.076,-0.01,1.064
12881,0.094,-0.008,1.065
12882,0.108,-0.003,1.053
12883,0.113,0.002,1.029
12884,0.11,0.007,0.999
12885,0.098,0.009,0.969
12886,0.078,0.008,0.944
12887,0.054,0.005,0.928
12888,0.032,-0.001,0.924
12889,0.017,-0.007,0.933
12890,0.01,-0.014,0.955
12891,0.011,-0.024,0.988
12892,0.019,-0.037,1.031
12893,0.029,-0.052,1.078
12894,0.041,-0.065,1.123
12895,0.053,-0.073,1.156
12896,0.065,-0.071,1.173
12897,0.077,-0.057,1.168
12898,0.088,-0.033,1.143
12899,0.096,-0.002,1.105
12900,0.097,0.028,1.06
12901,0.086,0.051,1.019
12902,0.064,0.064,0.988
12903,0.031,0.064,0.97
12904,-0.003,0.055,0.967
12905,-0.03,0.039,0.976
12906,-0.042,0.02,0.992
12907,-0.037,0.001,1.014
12908,-0.017,-0.017,1.04
12909,0.008,-0.032,1.069
12910,0.032,-0.042,1.099
12911,0.047,-0.045,1.129
12912,0.054,-0.044,1.155
12913,0.053,-0.041,1.174
12914,0.051,-0.036,1.181
12915,0.05,-0.029,1.174
12916,0.051,-0.022,1.152
12917,0.054,-0.013,1.118
12918,0.054,-0.003,1.075
12919,0.052,0.007,1.026
12920,0.048,0.02,0.976
12921,0.045,0.032,0.928
12922,0.045,0.04,0.884
12923,0.05,0.042,0.846
12924,0.059,0.037,0.82
12925,0.069,0.025,0.81
12926,0.078,0.009,0.817
12927,0.083,-0.009,0.841
12928,0.085,-0.024,0.879
12929,0.085,-0.032,0.925
12930,0.085,-0.032,0.973
12931,0.085,-0.025,1.02
12932,0.086,-0.016,1.06
12933,0.085,-0.009,1.09
12934,0.083,-0.005,1.106
12935,0.081,-0.005,1.107
12936,0.079,-0.006,1.092
12937,0.081,-0.008,1.066
12938,0.086,-0.011,1.034
12939,0.09,-0.017,1.001
12940,0.09,-0.028,0.972
12941,0.081,-0.043,0.949
12942,0.065,-0.058,0.936
12943,0.041,-0.069,0.934
12944,0.015,-0.072,0.946
12945,-0.011,-0.067,0.97
12946,-0.034,-0.057,1.004
12947,-0.054,-0.043,1.043
12948,-0.068,-0.031,1.079
12949,-0.073,-0.023,1.102
12950,-0.065,-0.02,1.106
12951,-0.044,-0.023,1.088
12952,-0.013,-0.03,1.05
12953,0.022,-0.038,1
12954,0.052,-0.042,0.944
12955,0.07,-0.041,0.893
12956,0.073,-0.032,0.853
12957,0.059,-0.016,0.83
12958,0.036,0.002,0.824
12959,0.009,0.016,0.837
12960,-0.016,0.021,0.869
12961,-0.035,0.012,0.916
12962,-0.045,-0.008,0.973
12963,-0.044,-0.033,1.033
12964,-0.034,-0.057,1.087
12965,-0.015,-0.073,1.126
12966,0.011,-0.081,1.147
12967,0.041,-0.082,1.148
12968,0.072,-0.078,1.133
12969,0.098,-0.073,1.106
12970,0.116,-0.066,1.076
12971,0.121,-0.06,1.048
12972,0.112,-0.054,1.029
12973,0.09,-0.049,1.02
12974,0.062,-0.044,1.023
12975,0.035,-0.038,1.033
12976,0.015,-0.03,1.048
12977,0.004,-0.023,1.061
12978,0.002,-0.018,1.068
12979,0.005,-0.017,1.067
12980,0.008,-0.02,1.058
12981,0.009,-0.026,1.045
12982,0.008,-0.033,1.034
12983,0.005,-0.041,1.029
12984,0.002,-0.05,1.033
12985,0.002,-0.056,1.049
12986,0.008,-0.056,1.076
12987,0.02,-0.051,1.111
12988,0.04,-0.039,1.15
12989,0.062,-0.024,1.189
12990,0.082,-0.007,1.219
12991,0.095,0.009,1.237
12992,0.098,0.023,1.241
12993,0.092,0.031,1.23
12994,0.081,0.028,1.209
12995,0.068,0.014,1.179
12996,0.058,-0.009,1.144
12997,0.055,-0.037,1.107
12998,0.063,-0.062,1.071
12999,0.083,-0.08,1.042
13000,0.112,-0.091,1.023
13001,0.146,-0.093,1.019
13002,0.177,-0.091,1.03
13003,0.197,-0.085,1.056
13004,0.202,-0.076,1.095
13005,0.192,-0.067,1.142
13006,0.171,-0.058,1.189
13007,0.145,-0.051,1.228
13008,0.12,-0.043,1.252
13009,0.102,-0.035,1.255
13010,0.092,-0.027,1.235
13011,0.09,-0.023,1.194
13012,0.094,-0.027,1.139
13013,0.097,-0.042,1.079
13014,0.091,-0.064,1.021
13015,0.073,-0.087,0.972
13016,0.042,-0.103,0.937
13017,0.005,-0.106,0.919
13018,-0.028,-0.094,0.917
13019,-0.049,-0.072,0.93
13020,-0.053,-0.043,0.952
13021,-0.042,-0.014,0.978
13022,-0.022,0.01,1.004
13023,-0.002,0.026,1.024
13024,0.014,0.031,1.037
13025,0.022,0.03,1.038
13026,0.025,0.028,1.027
13027,0.024,0.027,1.002
13028,0.024,0.031,0.969
13029,0.026,0.035,0.932
13030,0.032,0.036,0.901
13031,0.04,0.031,0.88
13032,0.048,0.019,0.873
13033,0.055,0.001,0.882
13034,0.062,-0.021,0.905
13035,0.067,-0.043,0.941
13036,0.071,-0.061,0.982
13037,0.075,-0.073,1.02
13038,0.081,-0.079,1.046
13039,0.09,-0.077,1.053
13040,0.101,-0.069,1.039
13041,0.111,-0.056,1.005
13042,0.118,-0.039,0.956
13043,0.118,-0.02,0.897
13044,0.11,-0.002,0.839
13045,0.093,0.016,0.788
13046,0.068,0.032,0.751
13047,0.04,0.043,0.733
13048,0.014,0.047,0.735
13049,-0.005,0.046,0.758
13050,-0.016,0.04,0.801
13051,-0.019,0.03,0.858
13052,-0.015,0.02,0.923
13053,-0.004,0.012,0.99
13054,0.013,0.006,1.052
13055,0.038,0.001,1.105
13056,0.069,-0.002,1.142
13057,0.102,-0.004,1.163
13058,0.13,-0.003,1.168
13059,0.148,0,1.159
13060,0.15,0.005,1.139
13061,0.138,0.011,1.11
13062,0.116,0.019,1.074
13063,0.091,0.027,1.034
13064,0.068,0.037,0.991
13065,0.052,0.046,0.947
13066,0.042,0.053,0.905
13067,0.038,0.055,0.87
13068,0.036,0.05,0.845
13069,0.036,0.039,0.832
13070,0.037,0.026,0.83
13071,0.042,0.015,0.839
13072,0.053,0.007,0.858
13073,0.07,0.004,0.885
13074,0.09,0.002,0.918
13075,0.109,0,0.951
13076,0.122,-0.002,0.983
13077,0.127,-0.001,1.008
13078,0.123,0.005,1.025
13079,0.113,0.017,1.032
13080,0.099,0.033,1.03
13081,0.083,0.048,1.019
13082,0.067,0.058,1.003
13083,0.051,0.059,0.985
13084,0.034,0.048,0.97
13085,0.02,0.029,0.96
13086,0.009,0.006,0.959
13087,0.003,-0.013,0.964
13088,0.001,-0.023,0.975
13089,0.004,-0.024,0.988
13090,0.011,-0.017,1.001
13091,0.02,-0.008,1.01
13092,0.028,0.003,1.011
13093,0.034,0.013,1.003
13094,0.036,0.022,0.986
13095,0.033,0.029,0.961
13096,0.025,0.033,0.931
13097,0.015,0.034,0.9
13098,0.006,0.035,0.869
13099,-0.002,0.039,0.843
13100,-0.005,0.045,0.821
13101,-0.002,0.05,0.804
13102,0.007,0.049,0.794
13103,0.02,0.039,0.794
13104,0.033,0.02,0.804
13105,0.042,-0.003,0.824
13106,0.045,-0.025,0.855
13107,0.041,-0.043,0.893
13108,0.034,-0.054,0.935
13109,0.032,-0.057,0.974
13110,0.038,-0.052,1.004
13111,0.053,-0.038,1.022
13112,0.073,-0.019,1.027
13113,0.091,0.004,1.018
13114,0.098,0.028,1
13115,0.091,0.048,0.977
13116,0.068,0.062,0.951
13117,0.035,0.068,0.924
13118,0.002,0.065,0.895
13119,-0.022,0.055,0.862
13120,-0.03,0.04,0.829
13121,-0.022,0.024,0.8
13122,-0.003,0.011,0.779
13123,0.017,0.005,0.773
13124,0.03,0.006,0.785
13125,0.034,0.014,0.815
13126,0.03,0.027,0.858
13127,0.022,0.039,0.908
13128,0.017,0.049,0.955
13129,0.017,0.055,0.994
13130,0.023,0.058,1.019
13131,0.034,0.058,1.026
13132,0.046,0.057,1.013
13133,0.056,0.055,0.981
13134,0.061,0.057,0.931
13135,0.06,0.064,0.871
13136,0.051,0.073,0.807
13137,0.036,0.082,0.748
13138,0.017,0.084,0.704
13139,-0.003,0.075,0.682
13140,-0.021,0.057,0.689
13141,-0.034,0.031,0.726
13142,-0.04,0.005,0.788
13143,-0.037,-0.015,0.866
13144,-0.024,-0.025,0.949
13145,-0.001,-0.025,1.025
13146,0.029,-0.019,1.085
13147,0.061,-0.011,1.122
13148,0.088,-0.005,1.132
13149,0.107,-0.001,1.117
13150,0.116,0.002,1.082
13151,0.115,0.006,1.032
13152,0.107,0.012,0.974
13153,0.098,0.02,0.915
13154,0.09,0.029,0.861
13155,0.083,0.036,0.819
13156,0.075,0.041,0.792
13157,0.062,0.041,0.784
13158,0.042,0.037,0.798
13159,0.017,0.031,0.833
13160,-0.008,0.025,0.883
13161,-0.025,0.018,0.941
13162,-0.029,0.009,0.995
13163,-0.016,-0.003,1.037
13164,0.014,-0.017,1.061
13165,0.055,-0.031,1.064
13166,0.097,-0.039,1.046
13167,0.131,-0.038,1.012
13168,0.147,-0.028,0.97
13169,0.14,-0.011,0.928
13170,0.112,0.011,0.892
13171,0.069,0.033,0.867
13172,0.02,0.052,0.856
13173,-0.025,0.065,0.861
13174,-0.057,0.071,0.881
13175,-0.074,0.068,0.912
13176,-0.073,0.06,0.952
13177,-0.056,0.047,0.993
13178,-0.026,0.033,1.03
13179,0.016,0.018,1.057
13180,0.063,0.004,1.067
13181,0.11,-0.009,1.059
13182,0.152,-0.019,1.036
13183,0.18,-0.022,1.002
13184,0.193,-0.014,0.965
13185,0.186,0.006,0.934
13186,0.163,0.037,0.915
13187,0.128,0.073,0.912
13188,0.088,0.105,0.919
13189,0.053,0.121,0.932
13190,0.031,0.118,0.944
13191,0.025,0.095,0.951
13192,0.032,0.059,0.95
13193,0.047,0.021,0.943
13194,0.063,-0.009,0.934
13195,0.075,-0.024,0.927
13196,0.083,-0.023,0.925
13197,0.087,-0.01,0.929
13198,0.091,0.011,0.937
13199,0.095,0.031,0.95
13200,0.098,0.046,0.965
13201,0.095,0.055,0.98
13202,0.083,0.059,0.99
13203,0.058,0.064,0.992
13204,0.024,0.071,0.983
13205,-0.012,0.084,0.965
13206,-0.042,0.098,0.935
13207,-0.06,0.108,0.897
13208,-0.061,0.109,0.853
13209,-0.048,0.098,0.81
13210,-0.027,0.074,0.778
13211,-0.005,0.045,0.764
13212,0.013,0.017,0.773
13213,0.024,-0.005,0.806
13214,0.032,-0.017,0.858
13215,0.04,-0.019,0.921
13216,0.05,-0.012,0.986
13217,0.062,0.006,1.042
13218,0.071,0.032,1.082
